,0
4239,"['4.99', '-5.41', '3.74', '2578.125', '4222.973', '32.00']"
4240,"['1.75', '-2.06', '4.29', '2597.656', '5278.716', '32.00']"
4241,"['0.96', '2.52', '3.07', '2578.125', '4222.973', '32.00']"
4242,"['-3.73', '1.72', '-5.16', '2568.359', '3695.101', '32.00']"
4243,"['-0.38', '-0.17', '1.00', '2578.125', '4222.973', '32.00']"
4244,"['6.88', '-7.55', '8.68', '2573.242', '3959.037', '32.00']"
4245,"['0.35', '0.56', '1.61', '2587.891', '4750.845', '32.00']"
4246,"['-7.27', '4.95', '-10.34', '2573.242', '3959.037', '32.00']"
4247,"['-2.21', '2.58', '-2.72', '2573.242', '3959.037', '32.00']"
4248,"['0.11', '0.63', '0.75', '2563.477', '3431.166', '32.00']"
4249,"['1.51', '-2.30', '3.92', '2568.359', '3695.101', '32.00']"
4250,"['0.84', '-1.02', '0.88', '2573.242', '3959.037', '32.00']"
4251,"['-5.01', '5.69', '-3.94', '2592.773', '5014.780', '32.00']"
4252,"['-0.44', '2.58', '-2.97', '2573.242', '3959.037', '32.00']"
4253,"['3.10', '-7.67', '1.73', '2587.891', '4750.845', '32.00']"
4254,"['2.00', '-3.52', '5.69', '2573.242', '3959.037', '32.00']"
4255,"['-0.50', '3.74', '-4.49', '2578.125', '4222.973', '32.00']"
4256,"['-4.95', '5.87', '-5.95', '2587.891', '4750.845', '32.00']"
4257,"['-2.09', '5.08', '-0.77', '2568.359', '3695.101', '32.00']"
4258,"['3.40', '-7.61', '6.79', '2583.008', '4486.909', '32.00']"
4259,"['1.45', '-3.22', '2.16', '2578.125', '4222.973', '32.00']"
4260,"['-0.32', '4.47', '0.33', '2578.125', '4222.973', '32.00']"
4261,"['-2.58', '9.65', '-2.05', '2592.773', '5014.780', '32.00']"
4262,"['-2.88', '1.54', '-4.19', '2568.359', '3695.101', '32.00']"
4263,"['3.58', '-2.00', '1.00', '2578.125', '4222.973', '32.00']"
4264,"['2.55', '-2.73', '4.23', '2583.008', '4486.909', '32.00']"
4265,"['1.39', '-0.05', '-0.65', '2573.242', '3959.037', '32.00']"
4266,"['-1.84', '2.39', '-4.37', '2607.422', '5806.588', '32.00']"
4267,"['-2.82', '2.27', '-3.15', '2578.125', '4222.973', '32.00']"
4268,"['2.55', '-8.58', '3.13', '2573.242', '3959.037', '32.00']"
4269,"['4.44', '-3.52', '3.74', '2578.125', '4222.973', '32.00']"
4270,"['0.35', '2.15', '-2.05', '2583.008', '4486.909', '32.00']"
4271,"['-5.32', '8.98', '-4.67', '2597.656', '5278.716', '32.00']"
4272,"['-0.81', '1.24', '-0.47', '2592.773', '5014.780', '32.00']"
4273,"['3.95', '-10.17', '-0.47', '2568.359', '3695.101', '32.00']"
4274,"['1.63', '-0.47', '5.75', '2573.242', '3959.037', '32.00']"
4275,"['2.12', '0.87', '-1.08', '2578.125', '4222.973', '32.00']"
4276,"['-2.70', '6.24', '-3.15', '2573.242', '3959.037', '32.00']"
4277,"['-3.06', '1.91', '-5.22', '2583.008', '4486.909', '32.00']"
4278,"['4.13', '-10.90', '6.42', '2592.773', '5014.780', '32.00']"
4279,"['4.80', '-6.02', '0.57', '2563.477', '3431.166', '32.00']"
4280,"['1.81', '-1.02', '4.66', '2602.539', '5542.652', '32.00']"
4281,"['4.92', '-2.85', '6.00', '2583.008', '4486.909', '32.00']"
4282,"['-5.14', '7.27', '-4.67', '2573.242', '3959.037', '32.00']"
4283,"['-0.99', '3.92', '-2.05', '2558.594', '3167.229', '32.00']"
4284,"['5.29', '-14.62', '4.96', '2592.773', '5014.780', '32.00']"
4285,"['4.92', '-4.68', '5.69', '2587.891', '4750.845', '32.00']"
4286,"['2.49', '-5.96', '3.80', '2578.125', '4222.973', '32.00']"
4287,"['-6.11', '9.95', '-6.08', '2573.242', '3959.037', '32.00']"
4288,"['-2.82', '3.37', '-6.56', '2587.891', '4750.845', '32.00']"
4289,"['1.51', '-6.33', '-2.48', '2578.125', '4222.973', '32.00']"
4290,"['4.92', '-3.34', '3.62', '2563.477', '3431.166', '32.00']"
4291,"['1.88', '-1.94', '3.99', '2583.008', '4486.909', '32.00']"
4292,"['-0.69', '0.50', '1.91', '2553.711', '2903.294', '32.00']"
4293,"['-6.36', '8.25', '-4.98', '2592.773', '5014.780', '32.00']"
4294,"['-0.81', '2.39', '0.14', '2583.008', '4486.909', '32.00']"
4295,"['10.05', '-13.76', '11.67', '2587.891', '4750.845', '32.00']"
4296,"['4.92', '-5.53', '8.74', '2553.711', '2903.294', '32.00']"
4297,"['0.78', '2.82', '0.88', '2583.008', '4486.909', '32.00']"
4298,"['-0.99', '1.30', '-2.90', '2578.125', '4222.973', '32.00']"
4299,"['-2.82', '8.25', '-4.73', '2573.242', '3959.037', '32.00']"
4300,"['2.30', '-6.51', '2.10', '2597.656', '5278.716', '32.00']"
4301,"['2.55', '2.76', '1.49', '2592.773', '5014.780', '32.00']"
4302,"['-0.14', '1.11', '0.08', '2587.891', '4750.845', '32.00']"
4303,"['-2.88', '7.45', '-3.03', '2583.008', '4486.909', '32.00']"
4304,"['-4.53', '4.59', '-10.34', '2578.125', '4222.973', '32.00']"
4305,"['-1.78', '-0.29', '-0.34', '2592.773', '5014.780', '32.00']"
4306,"['5.05', '-7.30', '5.45', '2578.125', '4222.973', '32.00']"
4307,"['1.69', '-7.55', '0.02', '2587.891', '4750.845', '32.00']"
4308,"['-1.30', '3.86', '-2.54', '2583.008', '4486.909', '32.00']"
4309,"['-4.28', '3.13', '-5.53', '2563.477', '3431.166', '32.00']"
4310,"['-0.50', '8.13', '-5.77', '2583.008', '4486.909', '32.00']"
4311,"['3.34', '-10.41', '1.30', '2578.125', '4222.973', '32.00']"
4312,"['-0.01', '-3.64', '3.56', '2573.242', '3959.037', '32.00']"
4313,"['1.08', '0.81', '-4.98', '2578.125', '4222.973', '32.00']"
4314,"['-4.95', '7.58', '-5.34', '2592.773', '5014.780', '32.00']"
4315,"['-1.36', '-0.90', '-2.72', '2583.008', '4486.909', '32.00']"
4316,"['0.78', '-6.81', '3.44', '2573.242', '3959.037', '32.00']"
4317,"['0.47', '1.42', '3.74', '2568.359', '3695.101', '32.00']"
4318,"['1.75', '-0.35', '1.97', '2587.891', '4750.845', '32.00']"
4319,"['-3.80', '3.00', '-4.06', '2563.477', '3431.166', '32.00']"
4320,"['-0.26', '2.21', '-1.56', '2568.359', '3695.101', '32.00']"
4321,"['4.31', '-7.61', '5.75', '2622.070', '6598.395', '32.00']"
4322,"['4.07', '-4.92', '3.92', '2568.359', '3695.101', '32.00']"
4323,"['2.55', '1.78', '1.79', '2578.125', '4222.973', '32.00']"
4324,"['-6.05', '9.95', '-7.72', '2578.125', '4222.973', '32.00']"
4325,"['-2.03', '0.69', '-4.73', '2558.594', '3167.229', '32.00']"
4326,"['0.47', '-1.26', '-1.44', '2602.539', '5542.652', '32.00']"
4327,"['6.20', '-7.91', '5.39', '2578.125', '4222.973', '32.00']"
4328,"['1.08', '-4.19', '3.50', '2592.773', '5014.780', '32.00']"
4329,"['-3.37', '5.99', '-1.93', '2578.125', '4222.973', '32.00']"
4330,"['-2.58', '7.27', '-6.87', '2578.125', '4222.973', '32.00']"
4331,"['-0.26', '-0.41', '0.45', '2573.242', '3959.037', '32.00']"
4332,"['4.68', '-7.24', '5.02', '2553.711', '2903.294', '32.00']"
4333,"['0.47', '-1.08', '-1.44', '2602.539', '5542.652', '32.00']"
4334,"['-4.40', '8.19', '-3.33', '2578.125', '4222.973', '32.00']"
4335,"['-1.17', '-1.33', '-1.56', '2568.359', '3695.101', '32.00']"
4336,"['1.08', '-2.24', '-0.04', '2602.539', '5542.652', '32.00']"
4337,"['1.63', '0.26', '4.60', '2587.891', '4750.845', '32.00']"
4338,"['-4.34', '15.14', '-3.27', '2573.242', '3959.037', '32.00']"
4339,"['-3.31', '3.13', '-6.56', '2592.773', '5014.780', '32.00']"
4340,"['-0.75', '0.20', '-0.95', '2573.242', '3959.037', '32.00']"
4341,"['1.45', '-2.67', '0.08', '2583.008', '4486.909', '32.00']"
4342,"['0.72', '-0.29', '0.88', '2578.125', '4222.973', '32.00']"
4343,"['-3.61', '9.77', '-1.69', '2563.477', '3431.166', '32.00']"
4344,"['-2.33', '0.08', '-6.69', '2587.891', '4750.845', '32.00']"
4345,"['-1.66', '2.33', '0.39', '2573.242', '3959.037', '32.00']"
4346,"['6.33', '-7.91', '3.62', '2558.594', '3167.229', '32.00']"
4347,"['1.27', '-0.05', '0.63', '2597.656', '5278.716', '32.00']"
4348,"['-3.43', '7.94', '-3.27', '2578.125', '4222.973', '32.00']"
4349,"['-2.51', '4.35', '-7.23', '2558.594', '3167.229', '32.00']"
4350,"['-3.06', '0.20', '-8.09', '2563.477', '3431.166', '32.00']"
4351,"['5.84', '-8.22', '6.18', '2583.008', '4486.909', '32.00']"
4352,"['0.72', '-3.22', '-1.50', '2583.008', '4486.909', '32.00']"
4353,"['-4.71', '2.82', '-5.28', '2573.242', '3959.037', '32.00']"
4354,"['-3.12', '4.04', '-3.70', '2578.125', '4222.973', '32.00']"
4355,"['-2.45', '2.64', '-3.39', '2592.773', '5014.780', '32.00']"
4356,"['6.39', '-9.74', '6.36', '2573.242', '3959.037', '32.00']"
4357,"['0.90', '-3.76', '3.92', '2592.773', '5014.780', '32.00']"
4358,"['-6.05', '12.03', '-6.99', '2592.773', '5014.780', '32.00']"
4359,"['-1.30', '2.82', '-2.17', '2607.422', '5806.588', '32.00']"
4360,"['-1.66', '1.36', '-0.59', '2568.359', '3695.101', '32.00']"
4361,"['-1.30', '0.50', '-0.34', '2587.891', '4750.845', '32.00']"
4362,"['3.46', '-3.83', '9.35', '2587.891', '4750.845', '32.00']"
4363,"['0.72', '0.81', '-0.95', '2578.125', '4222.973', '32.00']"
4364,"['-6.23', '6.24', '-10.22', '2578.125', '4222.973', '32.00']"
4365,"['-2.64', '5.87', '-1.99', '2573.242', '3959.037', '32.00']"
4366,"['3.89', '-6.45', '5.57', '2573.242', '3959.037', '32.00']"
4367,"['1.88', '-6.39', '-2.30', '2597.656', '5278.716', '32.00']"
4368,"['1.33', '-3.52', '1.36', '2583.008', '4486.909', '32.00']"
4369,"['-3.37', '7.82', '-3.03', '2578.125', '4222.973', '32.00']"
4370,"['-4.10', '8.13', '-10.95', '2573.242', '3959.037', '32.00']"
4371,"['0.66', '-1.57', '4.41', '2587.891', '4750.845', '32.00']"
4372,"['3.03', '-2.85', '4.17', '2573.242', '3959.037', '32.00']"
4373,"['-2.27', '0.63', '-8.64', '2587.891', '4750.845', '32.00']"
4374,"['-4.77', '9.71', '-4.49', '2573.242', '3959.037', '32.00']"
4375,"['-1.11', '4.95', '-2.97', '2568.359', '3695.101', '32.00']"
4376,"['1.39', '-11.33', '-3.76', '2607.422', '5806.588', '32.00']"
4377,"['1.33', '-3.40', '3.25', '2583.008', '4486.909', '32.00']"
4378,"['-1.78', '4.77', '-2.72', '2583.008', '4486.909', '32.00']"
4379,"['-6.84', '9.04', '-8.82', '2597.656', '5278.716', '32.00']"
4380,"['-0.81', '-1.69', '-0.77', '2563.477', '3431.166', '32.00']"
4381,"['6.14', '-10.72', '6.49', '2597.656', '5278.716', '32.00']"
4382,"['-1.05', '4.04', '0.63', '2587.891', '4750.845', '32.00']"
4383,"['-5.44', '8.37', '-4.00', '2568.359', '3695.101', '32.00']"
4384,"['-1.23', '2.09', '-1.87', '2568.359', '3695.101', '32.00']"
4385,"['0.41', '-1.26', '-1.75', '2587.891', '4750.845', '32.00']"
4386,"['2.55', '0.02', '3.80', '2558.594', '3167.229', '32.00']"
4387,"['2.12', '-0.29', '1.06', '2573.242', '3959.037', '32.00']"
4388,"['-4.83', '9.10', '-3.58', '2578.125', '4222.973', '32.00']"
4389,"['-2.27', '3.61', '-3.58', '2578.125', '4222.973', '32.00']"
4390,"['4.56', '-6.08', '6.06', '2573.242', '3959.037', '32.00']"
4391,"['4.07', '-2.91', '4.78', '2578.125', '4222.973', '32.00']"
4392,"['0.96', '5.14', '-2.48', '2563.477', '3431.166', '32.00']"
4393,"['-4.53', '7.45', '-5.34', '2592.773', '5014.780', '32.00']"
4394,"['-1.66', '2.21', '-4.00', '2587.891', '4750.845', '32.00']"
4395,"['4.74', '-6.02', '4.23', '2578.125', '4222.973', '32.00']"
4396,"['4.80', '-7.85', '7.58', '2568.359', '3695.101', '32.00']"
4397,"['0.90', '-0.65', '-0.77', '2578.125', '4222.973', '32.00']"
4398,"['-5.01', '5.63', '-9.06', '2597.656', '5278.716', '32.00']"
4399,"['-1.54', '1.97', '-0.04', '2587.891', '4750.845', '32.00']"
4400,"['3.34', '-9.37', '3.13', '2587.891', '4750.845', '32.00']"
4401,"['3.10', '-0.53', '4.11', '2573.242', '3959.037', '32.00']"
4402,"['1.45', '-3.34', '0.20', '2587.891', '4750.845', '32.00']"
4403,"['-4.47', '5.38', '-3.76', '2563.477', '3431.166', '32.00']"
4404,"['-1.42', '3.55', '-4.19', '2578.125', '4222.973', '32.00']"
4405,"['2.85', '-7.24', '6.36', '2583.008', '4486.909', '32.00']"
4406,"['2.24', '-4.13', '5.81', '2568.359', '3695.101', '32.00']"
4407,"['-1.36', '-0.05', '-6.08', '2587.891', '4750.845', '32.00']"
4408,"['-2.94', '6.85', '-2.30', '2578.125', '4222.973', '32.00']"
4409,"['-1.84', '3.06', '-2.78', '2583.008', '4486.909', '32.00']"
4410,"['4.01', '-8.76', '3.80', '2587.891', '4750.845', '32.00']"
4411,"['5.23', '-3.28', '4.66', '2573.242', '3959.037', '32.00']"
4412,"['-2.09', '5.02', '-2.54', '2578.125', '4222.973', '32.00']"
4413,"['-4.10', '3.67', '-8.09', '2592.773', '5014.780', '32.00']"
4414,"['-2.51', '-0.53', '-0.28', '2568.359', '3695.101', '32.00']"
4415,"['3.34', '-4.98', '4.05', '2592.773', '5014.780', '32.00']"
4416,"['3.46', '-9.62', '3.56', '2607.422', '5806.588', '32.00']"
4417,"['-4.34', '6.78', '-4.00', '2578.125', '4222.973', '32.00']"
4418,"['-1.72', '3.74', '-3.94', '2578.125', '4222.973', '32.00']"
4419,"['0.72', '1.72', '2.03', '2597.656', '5278.716', '32.00']"
4420,"['5.17', '-5.23', '3.38', '2568.359', '3695.101', '32.00']"
4421,"['2.79', '1.05', '0.63', '2568.359', '3695.101', '32.00']"
4422,"['-1.54', '12.82', '-3.64', '2573.242', '3959.037', '32.00']"
4423,"['-2.27', '2.82', '-6.32', '2587.891', '4750.845', '32.00']"
4424,"['0.72', '-8.70', '2.03', '2592.773', '5014.780', '32.00']"
4425,"['2.97', '-2.00', '1.24', '2587.891', '4750.845', '32.00']"
4426,"['0.17', '-3.64', '-1.87', '2583.008', '4486.909', '32.00']"
4427,"['-6.30', '10.20', '-4.80', '2578.125', '4222.973', '32.00']"
4428,"['-2.03', '5.32', '-8.88', '2558.594', '3167.229', '32.00']"
4429,"['0.05', '-4.37', '1.61', '2602.539', '5542.652', '32.00']"
4430,"['4.25', '-2.24', '4.35', '2592.773', '5014.780', '32.00']"
4431,"['0.29', '-0.84', '0.45', '2583.008', '4486.909', '32.00']"
4432,"['-5.81', '4.65', '-6.56', '2578.125', '4222.973', '32.00']"
4433,"['-2.88', '4.77', '-4.25', '2573.242', '3959.037', '32.00']"
4434,"['2.12', '-6.81', '0.33', '2602.539', '5542.652', '32.00']"
4435,"['0.11', '-2.00', '3.92', '2578.125', '4222.973', '32.00']"
4436,"['-1.66', '10.93', '-5.10', '2568.359', '3695.101', '32.00']"
4437,"['-2.09', '4.04', '-3.03', '2617.187', '6334.459', '32.00']"
4438,"['-2.51', '2.94', '-1.20', '2583.008', '4486.909', '32.00']"
4439,"['1.88', '1.97', '4.47', '2587.891', '4750.845', '32.00']"
4440,"['2.67', '-2.30', '7.70', '2587.891', '4750.845', '32.00']"
4441,"['-0.20', '1.30', '-1.50', '2573.242', '3959.037', '32.00']"
4442,"['-5.93', '5.87', '-7.30', '2607.422', '5806.588', '32.00']"
4443,"['-3.00', '2.15', '-2.66', '2583.008', '4486.909', '32.00']"
4444,"['4.13', '-5.29', '2.16', '2597.656', '5278.716', '32.00']"
4445,"['1.81', '-2.85', '6.91', '2578.125', '4222.973', '32.00']"
4446,"['2.42', '-5.59', '-0.10', '2592.773', '5014.780', '32.00']"
4447,"['-4.89', '8.13', '-7.48', '2597.656', '5278.716', '32.00']"
4448,"['2.61', '-4.44', '-0.95', '2568.359', '3695.101', '32.00']"
4449,"['-0.20', '-4.44', '0.45', '2602.539', '5542.652', '32.00']"
4450,"['2.91', '-1.45', '3.01', '2587.891', '4750.845', '32.00']"
4451,"['3.46', '-5.11', '2.83', '2568.359', '3695.101', '32.00']"
4452,"['-4.95', '5.14', '-2.36', '2583.008', '4486.909', '32.00']"
4453,"['-4.28', '4.53', '-7.48', '2578.125', '4222.973', '32.00']"
4454,"['0.35', '1.91', '2.10', '2583.008', '4486.909', '32.00']"
4455,"['3.89', '-4.92', '4.11', '2563.477', '3431.166', '32.00']"
4456,"['-0.50', '4.10', '-4.00', '2597.656', '5278.716', '32.00']"
4457,"['-4.22', '13.13', '-6.08', '2573.242', '3959.037', '32.00']"
4458,"['-1.54', '2.33', '-0.89', '2558.594', '3167.229', '32.00']"
4459,"['-1.90', '-0.05', '-1.56', '2563.477', '3431.166', '32.00']"
4460,"['2.49', '-0.72', '4.29', '2587.891', '4750.845', '32.00']"
4461,"['-0.99', '1.36', '-1.99', '2587.891', '4750.845', '32.00']"
4462,"['-6.54', '8.25', '-11.56', '2597.656', '5278.716', '32.00']"
4463,"['-0.62', '5.99', '-0.40', '2573.242', '3959.037', '32.00']"
4464,"['5.29', '-6.94', '5.57', '2563.477', '3431.166', '32.00']"
4465,"['0.41', '2.45', '-0.04', '2592.773', '5014.780', '32.00']"
4466,"['-0.44', '4.77', '-3.70', '2578.125', '4222.973', '32.00']"
4467,"['-3.55', '4.16', '-4.98', '2578.125', '4222.973', '32.00']"
4468,"['-3.80', '5.99', '-10.10', '2568.359', '3695.101', '32.00']"
4469,"['3.03', '-6.51', '1.67', '2563.477', '3431.166', '32.00']"
4470,"['5.84', '-7.18', '7.58', '2583.008', '4486.909', '32.00']"
4471,"['0.05', '3.98', '-2.72', '2563.477', '3431.166', '32.00']"
4472,"['-4.28', '7.09', '-7.17', '2578.125', '4222.973', '32.00']"
4473,"['0.41', '1.85', '3.50', '2558.594', '3167.229', '32.00']"
4474,"['-1.17', '-2.61', '-0.89', '2597.656', '5278.716', '32.00']"
4475,"['1.20', '-2.36', '5.02', '2578.125', '4222.973', '32.00']"
4476,"['0.35', '1.11', '4.90', '2573.242', '3959.037', '32.00']"
4477,"['-2.03', '3.25', '-6.26', '2578.125', '4222.973', '32.00']"
4478,"['-1.97', '0.93', '-1.62', '2568.359', '3695.101', '32.00']"
4479,"['6.69', '-11.26', '11.18', '2558.594', '3167.229', '32.00']"
4480,"['4.01', '-5.17', '4.72', '2578.125', '4222.973', '32.00']"
4481,"['-1.48', '2.82', '-3.21', '2592.773', '5014.780', '32.00']"
4482,"['1.88', '-0.47', '0.57', '2607.422', '5806.588', '32.00']"
4483,"['-0.93', '6.11', '-1.87', '2573.242', '3959.037', '32.00']"
4484,"['4.31', '-10.05', '2.83', '2568.359', '3695.101', '32.00']"
4485,"['7.06', '-0.84', '10.39', '2578.125', '4222.973', '32.00']"
4486,"['1.81', '2.03', '-0.16', '2568.359', '3695.101', '32.00']"
4487,"['-4.10', '6.30', '-4.55', '2612.305', '6070.524', '32.00']"
4488,"['3.28', '-0.17', '1.73', '2573.242', '3959.037', '32.00']"
4489,"['1.14', '-6.26', '0.81', '2587.891', '4750.845', '32.00']"
4490,"['2.91', '-4.13', '8.19', '2578.125', '4222.973', '32.00']"
4491,"['2.91', '-3.58', '4.05', '2592.773', '5014.780', '32.00']"
4492,"['-3.73', '7.03', '-3.27', '2583.008', '4486.909', '32.00']"
4493,"['0.11', '5.26', '-1.69', '2602.539', '5542.652', '32.00']"
4494,"['2.79', '-3.58', '3.07', '2597.656', '5278.716', '32.00']"
4495,"['4.07', '-3.76', '4.23', '2558.594', '3167.229', '32.00']"
4496,"['0.47', '1.05', '-2.48', '2583.008', '4486.909', '32.00']"
4497,"['-4.34', '7.82', '-4.80', '2573.242', '3959.037', '32.00']"
4498,"['-3.06', '2.76', '-5.95', '2563.477', '3431.166', '32.00']"
4499,"['-1.30', '-0.11', '-1.32', '2583.008', '4486.909', '32.00']"
4500,"['3.34', '-5.96', '4.17', '2558.594', '3167.229', '32.00']"
4501,"['0.72', '-6.51', '-0.89', '2568.359', '3695.101', '32.00']"
4502,"['-3.43', '4.95', '-0.77', '2573.242', '3959.037', '32.00']"
4503,"['-1.78', '5.75', '-3.88', '2578.125', '4222.973', '32.00']"
4504,"['-1.66', '-2.06', '0.75', '2573.242', '3959.037', '32.00']"
4505,"['8.95', '-7.67', '11.97', '2573.242', '3959.037', '32.00']"
4506,"['1.51', '-2.36', '5.57', '2587.891', '4750.845', '32.00']"
4507,"['-1.90', '1.11', '-3.33', '2578.125', '4222.973', '32.00']"
4508,"['0.35', '-1.08', '3.25', '2602.539', '5542.652', '32.00']"
4509,"['-0.69', '4.10', '-0.53', '2563.477', '3431.166', '32.00']"
4510,"['5.23', '-6.14', '4.72', '2578.125', '4222.973', '32.00']"
4511,"['3.34', '-6.63', '7.77', '2563.477', '3431.166', '32.00']"
4512,"['1.27', '2.09', '-1.14', '2568.359', '3695.101', '32.00']"
4513,"['-3.31', '3.98', '-3.51', '2573.242', '3959.037', '32.00']"
4514,"['0.90', '0.14', '3.99', '2573.242', '3959.037', '32.00']"
4515,"['1.94', '-8.03', '2.34', '2592.773', '5014.780', '32.00']"
4516,"['2.79', '-3.22', '3.25', '2587.891', '4750.845', '32.00']"
4517,"['3.64', '-8.15', '3.80', '2587.891', '4750.845', '32.00']"
4518,"['-4.59', '6.85', '-5.16', '2587.891', '4750.845', '32.00']"
4519,"['-3.55', '6.60', '-6.14', '2583.008', '4486.909', '32.00']"
4520,"['-2.03', '1.60', '0.08', '2592.773', '5014.780', '32.00']"
4521,"['4.19', '-5.29', '5.45', '2578.125', '4222.973', '32.00']"
4522,"['-0.99', '2.70', '-2.48', '2587.891', '4750.845', '32.00']"
4523,"['-5.20', '9.83', '-3.09', '2578.125', '4222.973', '32.00']"
4524,"['-1.78', '0.44', '-3.03', '2568.359', '3695.101', '32.00']"
4525,"['1.14', '-2.85', '0.51', '2587.891', '4750.845', '32.00']"
4526,"['4.01', '-3.58', '5.69', '2583.008', '4486.909', '32.00']"
4527,"['1.20', '-3.52', '1.12', '2587.891', '4750.845', '32.00']"
4528,"['-1.23', '5.63', '-1.38', '2592.773', '5014.780', '32.00']"
4529,"['-3.61', '5.81', '-4.55', '2587.891', '4750.845', '32.00']"
4530,"['0.66', '-4.07', '0.45', '2578.125', '4222.973', '32.00']"
4531,"['4.99', '-7.91', '5.39', '2568.359', '3695.101', '32.00']"
4532,"['2.79', '-3.03', '1.61', '2587.891', '4750.845', '32.00']"
4533,"['-3.43', '4.28', '-3.21', '2573.242', '3959.037', '32.00']"
4534,"['-2.58', '-2.85', '-0.89', '2587.891', '4750.845', '32.00']"
4535,"['-1.30', '3.55', '-2.42', '2568.359', '3695.101', '32.00']"
4536,"['2.73', '0.81', '2.34', '2568.359', '3695.101', '32.00']"
4537,"['4.74', '-4.68', '6.42', '2583.008', '4486.909', '32.00']"
4538,"['-2.33', '3.67', '-3.58', '2543.945', '2375.422', '32.00']"
4539,"['-5.44', '8.25', '-6.32', '2578.125', '4222.973', '32.00']"
4540,"['0.60', '-3.89', '2.58', '2578.125', '4222.973', '32.00']"
4541,"['6.75', '-8.95', '3.86', '2573.242', '3959.037', '32.00']"
4542,"['-1.84', '2.82', '-2.11', '2612.305', '6070.524', '32.00']"
4543,"['-0.62', '5.93', '0.69', '2578.125', '4222.973', '32.00']"
4544,"['-4.10', '3.43', '-6.14', '2587.891', '4750.845', '32.00']"
4545,"['-0.50', '3.37', '-4.19', '2592.773', '5014.780', '32.00']"
4546,"['6.27', '-9.25', '8.50', '2587.891', '4750.845', '32.00']"
4547,"['1.08', '-6.69', '0.88', '2583.008', '4486.909', '32.00']"
4548,"['-4.71', '10.69', '-10.83', '2573.242', '3959.037', '32.00']"
4549,"['-4.59', '1.91', '-5.04', '2563.477', '3431.166', '32.00']"
4550,"['-1.78', '2.52', '-0.95', '2573.242', '3959.037', '32.00']"
4551,"['2.91', '-3.52', '-3.27', '2602.539', '5542.652', '32.00']"
4552,"['1.39', '-1.75', '3.25', '2592.773', '5014.780', '32.00']"
4553,"['-2.15', '3.19', '-0.95', '2563.477', '3431.166', '32.00']"
4554,"['-5.38', '8.55', '-12.29', '2578.125', '4222.973', '32.00']"
4555,"['-2.58', '2.82', '-3.09', '2592.773', '5014.780', '32.00']"
4556,"['4.25', '-5.35', '5.02', '2568.359', '3695.101', '32.00']"
4557,"['3.03', '-5.47', '2.89', '2583.008', '4486.909', '32.00']"
4558,"['1.45', '-1.57', '-1.20', '2573.242', '3959.037', '32.00']"
4559,"['-6.17', '6.66', '-7.05', '2602.539', '5542.652', '32.00']"
4560,"['-0.26', '-3.58', '-2.11', '2573.242', '3959.037', '32.00']"
4561,"['-0.44', '-1.33', '0.39', '2597.656', '5278.716', '32.00']"
4562,"['1.33', '2.94', '3.44', '2573.242', '3959.037', '32.00']"
4563,"['2.42', '-2.79', '3.31', '2592.773', '5014.780', '32.00']"
4564,"['-1.72', '3.86', '-1.08', '2553.711', '2903.294', '32.00']"
4565,"['-3.06', '7.03', '-4.92', '2587.891', '4750.845', '32.00']"
4566,"['-0.93', '3.00', '1.85', '2573.242', '3959.037', '32.00']"
4567,"['3.89', '-10.47', '3.74', '2568.359', '3695.101', '32.00']"
4568,"['1.39', '-4.19', '-4.12', '2573.242', '3959.037', '32.00']"
4569,"['0.53', '4.04', '-0.47', '2583.008', '4486.909', '32.00']"
4570,"['-4.22', '5.87', '-6.69', '2597.656', '5278.716', '32.00']"
4571,"['-1.54', '5.32', '-4.25', '2602.539', '5542.652', '32.00']"
4572,"['1.75', '-5.11', '2.16', '2592.773', '5014.780', '32.00']"
4573,"['2.42', '-0.72', '4.90', '2573.242', '3959.037', '32.00']"
4574,"['-0.01', '5.38', '-3.64', '2592.773', '5014.780', '32.00']"
4575,"['-4.04', '7.76', '-5.89', '2592.773', '5014.780', '32.00']"
4576,"['-1.90', '2.58', '-3.15', '2578.125', '4222.973', '32.00']"
4577,"['1.20', '-2.42', '5.08', '2568.359', '3695.101', '32.00']"
4578,"['3.89', '-8.52', '3.99', '2583.008', '4486.909', '32.00']"
4579,"['2.30', '-4.01', '1.24', '2587.891', '4750.845', '32.00']"
4580,"['0.47', '0.99', '3.80', '2578.125', '4222.973', '32.00']"
4581,"['-4.77', '6.17', '-6.32', '2583.008', '4486.909', '32.00']"
4582,"['-1.23', '4.65', '-2.84', '2563.477', '3431.166', '32.00']"
4583,"['2.79', '-6.45', '3.99', '2602.539', '5542.652', '32.00']"
4584,"['4.68', '-6.02', '5.69', '2587.891', '4750.845', '32.00']"
4585,"['1.57', '-1.08', '0.27', '2563.477', '3431.166', '32.00']"
4586,"['-3.80', '3.80', '-2.66', '2592.773', '5014.780', '32.00']"
4587,"['-3.98', '3.06', '-5.53', '2583.008', '4486.909', '32.00']"
4588,"['0.23', '-0.78', '2.77', '2573.242', '3959.037', '32.00']"
4589,"['1.75', '-4.56', '-2.17', '2568.359', '3695.101', '32.00']"
4590,"['1.81', '-1.33', '4.96', '2573.242', '3959.037', '32.00']"
4591,"['1.75', '1.85', '2.03', '2587.891', '4750.845', '32.00']"
4592,"['-3.61', '3.55', '-3.94', '2573.242', '3959.037', '32.00']"
